label,chance,condition,n,balanced_acc,balanced_acc_std
affect3-class,0.3333333333333333,leaky_plain_kfold,699,0.5533452131868072,0.03993271130471017
affect3-class,0.3333333333333333,honest_groupkfold,699,0.5072174685715919,0.055874671775309234
affect3-class,0.3333333333333333,honest_groupkfold_within_task,699,0.3929071268237935,0.034966537866717114
