split,mode,classifier,f1-score,accuracy,time,modality
1,groupshuffle,SVC,0.6038703767319363,0.5955645161290323,0.21128383302129805,ecg
1,groupshuffle,MLPClassifier,0.584108397290779,0.5768145161290322,0.2522940000053495,ecg
2,groupshuffle,RandomForestClassifier,0.6409130437907415,0.6814449917898193,0.3407631249865517,ecg
2,groupshuffle,KNeighborsClassifier,0.5685852608929532,0.6297208538587848,0.18597270804457366,ecg
2,groupshuffle,SVC,0.611201760567361,0.6552750410509032,0.2391608749749139,ecg
2,groupshuffle,MLPClassifier,0.6204932054247123,0.6578407224958949,0.2921845419332385,ecg
3,groupshuffle,RandomForestClassifier,0.7062937062937062,0.7020833333333334,0.32692154101096094,ecg
3,groupshuffle,KNeighborsClassifier,0.637770772324548,0.628968253968254,0.21093541604932398,ecg
3,groupshuffle,SVC,0.7404844145828733,0.7350198412698412,0.2361414999468252,ecg
3,groupshuffle,MLPClassifier,0.7342657342657343,0.7304563492063492,0.25446304108481854,ecg
4,groupshuffle,RandomForestClassifier,0.567766598726351,0.5900793650793651,0.3163847499527037,ecg
4,groupshuffle,KNeighborsClassifier,0.5153308230231307,0.5429563492063492,0.18336270796135068,ecg
4,groupshuffle,SVC,0.5692414036784899,0.5883928571428572,0.1979726660065353,ecg
4,groupshuffle,MLPClassifier,0.5846233323821135,0.6008928571428571,0.26591700001154095,ecg
5,groupshuffle,RandomForestClassifier,0.6685856516364991,0.6771322378716744,0.35677041695453227,ecg
5,groupshuffle,KNeighborsClassifier,0.6095365504061157,0.6145344287949922,0.2014836249873042,ecg
5,groupshuffle,SVC,0.673981573981574,0.6775234741784038,0.2857866670237854,ecg
5,groupshuffle,MLPClassifier,0.673981573981574,0.6775234741784038,0.27320633397903293,ecg
6,groupshuffle,RandomForestClassifier,0.6386783242886267,0.6761058288548987,0.27904050005599856,ecg
6,groupshuffle,KNeighborsClassifier,0.5143301272709608,0.5378255477470029,0.18077350000385195,ecg
6,groupshuffle,SVC,0.6571742074853842,0.6835469202149649,0.20718566700816154,ecg
6,groupshuffle,MLPClassifier,0.6258413926499033,0.6591566763125258,0.24911754194181412,ecg
7,groupshuffle,RandomForestClassifier,0.6262955182072829,0.6565208201225956,0.3290044160094112,ecg
7,groupshuffle,KNeighborsClassifier,0.548967032967033,0.5907841893891355,0.19982375006657094,ecg
