split,mode,classifier,f1-score,accuracy,time,modality
7,groupshuffle,RandomForestClassifier,0.6234000234000234,0.6620164870006341,1.6998919999459758,physio_all
7,groupshuffle,KNeighborsClassifier,0.6,0.62143310082435,1.375798083958216,physio_all
7,groupshuffle,SVC,0.6071648351648352,0.6499682942295497,1.4216006660135463,physio_all
7,groupshuffle,MLPClassifier,0.6378846378846379,0.6768125132107377,1.5549981670919806,physio_all
8,groupshuffle,RandomForestClassifier,0.7213584905660377,0.7253521126760563,1.5224705829750746,physio_all
8,groupshuffle,KNeighborsClassifier,0.638676844783715,0.6408450704225352,1.347582958987914,physio_all
8,groupshuffle,SVC,0.7372343085771443,0.7394366197183099,1.4202626250917092,physio_all
8,groupshuffle,MLPClassifier,0.6937659862580872,0.6971830985915493,1.5062164580449462,physio_all
9,groupshuffle,RandomForestClassifier,0.7327683044261847,0.715846436593833,1.6170455840183422,physio_all
9,groupshuffle,KNeighborsClassifier,0.6393482065534447,0.626608127424954,1.3095662500709295,physio_all
9,groupshuffle,SVC,0.7419440887750746,0.7267714927506637,1.6115283339750022,physio_all
9,groupshuffle,MLPClassifier,0.6702618912125954,0.6542781294670206,2.064540082938038,physio_all
0,random,RandomForestClassifier,0.7295238095238096,0.7244755244755245,0.6142422079574317,video
0,random,KNeighborsClassifier,0.6747496323271938,0.672027972027972,0.4268037499859929,video
0,random,SVC,0.7483031674208145,0.744055944055944,0.4392336249584332,video
0,random,MLPClassifier,0.7005012531328322,0.7006993006993008,0.6408528329338878,video
1,random,RandomForestClassifier,0.731814577175402,0.7416666666666667,0.6294798330636695,video
1,random,KNeighborsClassifier,0.6554380558862666,0.6583333333333333,0.4684724169783294,video
1,random,SVC,0.6723196320781833,0.6833333333333333,0.5736845830688253,video
1,random,MLPClassifier,0.6307692307692307,0.6333333333333333,0.856899542035535,video
2,random,RandomForestClassifier,0.8,0.784688995215311,0.6661695829825476,video
2,random,KNeighborsClassifier,0.7198873020499369,0.7093301435406698,0.4452026250073686,video
2,random,SVC,0.7900063251106896,0.7685406698564593,0.40294379193801433,video
2,random,MLPClassifier,0.7772218564845293,0.7697368421052632,0.5647056249435991,video
3,random,RandomForestClassifier,0.6233785822021116,0.6450892857142857,0.6082508330000564,video
3,random,KNeighborsClassifier,0.6662035750671483,0.6707589285714286,0.4258689589332789,video
3,random,SVC,0.6670899470899471,0.6863839285714286,0.501886082929559,video
3,random,MLPClassifier,0.7166666666666667,0.7198660714285714,0.7819915830623358,video
4,random,RandomForestClassifier,0.5673198214159166,0.5727979994442901,0.6415458329720423,video
4,random,KNeighborsClassifier,0.6494152046783626,0.6493470408446791,0.39635633409488946,video
4,random,SVC,0.584287671556469,0.5894692970269519,0.4932470419444144,video
4,random,MLPClassifier,0.581938244047619,0.5823839955543206,0.8915195839945227,video
5,random,RandomForestClassifier,0.6431005350605462,0.6574770258980784,0.6521551250480115,video
5,random,KNeighborsClassifier,0.7001667129758267,0.7009189640768588,0.45296412496827543,video
5,random,SVC,0.6657397107897663,0.6700083542188805,0.6613911670865491,video
5,random,MLPClassifier,0.6585470085470085,0.6587301587301587,0.9265429999213666,video
6,random,RandomForestClassifier,0.6428025851938896,0.629156010230179,0.6170683749951422,video
6,random,KNeighborsClassifier,0.6824285714285715,0.6734867860187552,0.45790804200805724,video
6,random,SVC,0.6142425984478298,0.6027280477408354,0.39744758408050984,video
6,random,MLPClassifier,0.6218909956023357,0.6099744245524297,0.6348325420403853,video
7,random,RandomForestClassifier,0.6867724867724868,0.6916666666666667,0.5642430420266464,video
7,random,KNeighborsClassifier,0.7493734335839598,0.75,0.36064441700000316,video
7,random,SVC,0.7206349206349206,0.725,0.5031139999628067,video
7,random,MLPClassifier,0.6666666666666666,0.6666666666666666,1.0267813329119235,video
8,random,RandomForestClassifier,0.6797337996696784,0.6657142857142857,0.6526698750676587,video
8,random,KNeighborsClassifier,0.6607021966991152,0.6614285714285715,0.44003699999302626,video
8,random,SVC,0.6244358478401032,0.6128571428571429,0.37017404101789,video
8,random,MLPClassifier,0.6108378422692246,0.6071428571428572,0.7586347499163821,video
9,random,RandomForestClassifier,0.6316964285714285,0.6333333333333333,0.49796808301471174,video
9,random,KNeighborsClassifier,0.7083130772970345,0.7083333333333333,0.33190637500956655,video
9,random,SVC,0.67316153362665,0.675,0.41128041699994355,video
9,random,MLPClassifier,0.6825396825396824,0.6833333333333333,0.9145981669425964,video
0,groupshuffle,RandomForestClassifier,0.612888388247442,0.6134593993325919,0.6661577500635758,video
0,groupshuffle,KNeighborsClassifier,0.5076158710305052,0.5097330367074527,0.5731016249628738,video
0,groupshuffle,SVC,0.4584600966044265,0.4691323692992213,1.0039137499406934,video
0,groupshuffle,MLPClassifier,0.4837053835069567,0.48748609566184653,0.7620593750616536,video
1,groupshuffle,RandomForestClassifier,0.6078585435745743,0.5869047619047619,0.5816728749778122,video
1,groupshuffle,KNeighborsClassifier,0.4623502496863545,0.4544642857142857,0.3874076249776408,video
1,groupshuffle,SVC,0.5438782635507069,0.5232142857142856,0.33906224998645484,video
1,groupshuffle,MLPClassifier,0.6202473660100779,0.6005952380952381,0.786695749964565,video
2,groupshuffle,RandomForestClassifier,0.5877935375425312,0.5928135405105438,0.5776039160555229,video
2,groupshuffle,KNeighborsClassifier,0.45374634175216366,0.507630410654828,0.38993420789483935,video
2,groupshuffle,SVC,0.5713052790442323,0.5760266370699223,0.4159112909110263,video
2,groupshuffle,MLPClassifier,0.6539444027047333,0.6516370699223085,0.8475989999715239,video
3,groupshuffle,RandomForestClassifier,0.6155714285714285,0.6052855924978687,0.6761372500332072,video
3,groupshuffle,KNeighborsClassifier,0.5731394621638525,0.592071611253197,0.48266837489791214,video
3,groupshuffle,SVC,0.6333333333333333,0.6248934356351237,0.49350541608873755,video
3,groupshuffle,MLPClassifier,0.5849555061179088,0.5916453537936914,0.8594568748958409,video
4,groupshuffle,RandomForestClassifier,0.6420983629792361,0.6346973572037511,0.9821468750014901,video
4,groupshuffle,KNeighborsClassifier,0.6188058035714286,0.6206308610400681,0.4017380001023412,video
4,groupshuffle,SVC,0.6188111888111888,0.618073316283035,0.42861116607673466,video
4,groupshuffle,MLPClassifier,0.6087957497048405,0.6210571184995738,0.6667612080927938,video
5,groupshuffle,RandomForestClassifier,0.5261987147800296,0.5839130434782609,0.6450783329783008,video
5,groupshuffle,KNeighborsClassifier,0.5397756133206199,0.5463768115942029,0.4481011669849977,video
5,groupshuffle,SVC,0.5699561876032465,0.6101449275362318,0.46726879209745675,video
5,groupshuffle,MLPClassifier,0.6059905632098146,0.6181159420289855,0.7442887090146542,video
6,groupshuffle,RandomForestClassifier,0.604417439761535,0.6174055829228242,0.5767420829506591,video
6,groupshuffle,KNeighborsClassifier,0.5703653524815969,0.5708812260536398,0.3634202079847455,video
6,groupshuffle,SVC,0.5906382387665811,0.6108374384236454,0.3711804999038577,video
6,groupshuffle,MLPClassifier,0.6447252949071131,0.6443623426382048,0.6640571249881759,video
7,groupshuffle,RandomForestClassifier,0.6272139126819847,0.643721198156682,0.6472373750293627,video
7,groupshuffle,KNeighborsClassifier,0.6098750248997514,0.6267281105990783,0.3980875000124797,video
7,groupshuffle,SVC,0.6555926672256464,0.6802995391705069,0.4023918340681121,video
7,groupshuffle,MLPClassifier,0.6349012663502032,0.6526497695852534,0.7154749169712886,video
8,groupshuffle,RandomForestClassifier,0.6684319171044873,0.6646306818181817,0.5437700420152396,video
8,groupshuffle,KNeighborsClassifier,0.5714285714285714,0.5747159090909091,0.3422357910312712,video
8,groupshuffle,SVC,0.6307752302958535,0.6306818181818181,0.8203881250228733,video
8,groupshuffle,MLPClassifier,0.6390127994406068,0.6410511363636364,1.8060015420196578,video
9,groupshuffle,RandomForestClassifier,0.50795690416427,0.5116120218579235,0.7219195839716122,video
9,groupshuffle,KNeighborsClassifier,0.4786268277177368,0.4796448087431694,0.5822482499061152,video
9,groupshuffle,SVC,0.4820799583350465,0.4867486338797814,1.2080004159361124,video
9,groupshuffle,MLPClassifier,0.49586776859504134,0.4959016393442623,0.9377113330410793,video
0,random,RandomForestClassifier,0.6310005783689995,0.5269360269360269,1.1872488330118358,audio
0,random,KNeighborsClassifier,0.6795625427204375,0.6026936026936027,1.1573946248972788,audio
0,random,SVC,0.6477521929824561,0.5454545454545454,1.0903119170106947,audio
0,random,MLPClassifier,0.7283834586466165,0.6531986531986532,1.3972708750516176,audio
1,random,RandomForestClassifier,0.6645459803354541,0.5589225589225589,1.1704602499958128,audio
1,random,KNeighborsClassifier,0.7631578947368421,0.7121212121212122,1.0453101249877363,audio
1,random,SVC,0.6393535018648985,0.5361952861952862,0.9985571668948978,audio
1,random,MLPClassifier,0.6903861499496929,0.6119528619528619,1.4957052499521524,audio
2,random,RandomForestClassifier,0.7185999825434233,0.5229166666666667,1.1407075410243124,audio
2,random,KNeighborsClassifier,0.7257617728531855,0.6333333333333333,0.9033263330347836,audio
2,random,SVC,0.7537749847254954,0.5625,0.9979288330068812,audio
2,random,MLPClassifier,0.6746545508155415,0.5166666666666666,1.4558254999574274,audio
3,random,RandomForestClassifier,0.6817322834645669,0.5623376623376624,1.4530642919708043,audio
3,random,KNeighborsClassifier,0.6791353383458647,0.5904761904761905,1.0003081249305978,audio
3,random,SVC,0.622327302631579,0.5056277056277056,1.1782545839669183,audio
3,random,MLPClassifier,0.703213641580587,0.6437229437229437,1.464141207979992,audio
4,random,RandomForestClassifier,0.6377624388840955,0.5701960784313725,3.3717325830366462,audio
4,random,KNeighborsClassifier,0.6981655977929849,0.6309803921568627,1.0108367920620367,audio
4,random,SVC,0.5963118908382066,0.54,0.9900491669541225,audio
4,random,MLPClassifier,0.693483709273183,0.6313725490196078,1.3910638339584693,audio
5,random,RandomForestClassifier,0.6056269706524375,0.5151763740771124,1.1331095000496134,audio
5,random,KNeighborsClassifier,0.6103612455504027,0.529532403609516,0.9605733749922365,audio
5,random,SVC,0.5952838789888106,0.5123051681706317,0.986174541991204,audio
5,random,MLPClassifier,0.685731302547734,0.610746513535685,1.1407883749343455,audio
6,random,RandomForestClassifier,0.6909950657894737,0.5714285714285714,1.238683458068408,audio
6,random,KNeighborsClassifier,0.6660617059891107,0.561038961038961,1.0205277919303626,audio
6,random,SVC,0.6909950657894737,0.5714285714285714,1.0069211670197546,audio
6,random,MLPClassifier,0.6420046490649828,0.5484848484848485,1.5409397090552375,audio
7,random,RandomForestClassifier,0.6477521929824561,0.5454545454545454,1.2397982500260696,audio
7,random,KNeighborsClassifier,0.7092931731122423,0.6127946127946128,1.0814780830405653,audio
7,random,SVC,0.6477521929824561,0.5454545454545454,1.0085529999341816,audio
7,random,MLPClassifier,0.7105263157894737,0.6481481481481481,1.3688397500663996,audio
8,random,RandomForestClassifier,0.622327302631579,0.5056277056277056,1.1655708749312907,audio
8,random,KNeighborsClassifier,0.6938898971566847,0.5939393939393939,0.9892340420046821,audio
8,random,SVC,0.6299026129530095,0.5147186147186147,0.9424149580299854,audio
8,random,MLPClassifier,0.61865189289012,0.5099567099567099,1.3763909590197727,audio
9,random,RandomForestClassifier,0.6737007874015749,0.5681818181818181,1.0884837500052527,audio
9,random,KNeighborsClassifier,0.7274725274725276,0.6355218855218856,1.0083242920227349,audio
9,random,SVC,0.6737007874015749,0.5681818181818181,1.0450757920043543,audio
9,random,MLPClassifier,0.7120848411020745,0.6304713804713805,1.4045609169406816,audio
0,groupshuffle,RandomForestClassifier,0.4887272727272727,0.4897959183673469,1.1512045840499923,audio
0,groupshuffle,KNeighborsClassifier,0.5654659805603202,0.5204081632653061,0.919338250067085,audio
0,groupshuffle,SVC,0.494949494949495,0.5,0.9530898329103366,audio
0,groupshuffle,MLPClassifier,0.6270051090746899,0.6045918367346939,1.53956358297728,audio
1,groupshuffle,RandomForestClassifier,0.7414743529851443,0.484375,1.2410504169529304,audio
1,groupshuffle,KNeighborsClassifier,0.6717171717171717,0.42908653846153844,1.087841416010633,audio
1,groupshuffle,SVC,0.6999316473000683,0.4375,1.1151936670066789,audio
1,groupshuffle,MLPClassifier,0.7193163511023464,0.5444711538461539,1.4665406249696389,audio
2,groupshuffle,RandomForestClassifier,0.2978967934720147,0.5,1.3368531670421362,audio
2,groupshuffle,KNeighborsClassifier,0.4460716588376163,0.4969512195121951,1.0119832089403644,audio
2,groupshuffle,SVC,0.2978967934720147,0.5,1.0207368329865858,audio
2,groupshuffle,MLPClassifier,0.4767099567099567,0.55420054200542,1.348997624940239,audio
3,groupshuffle,RandomForestClassifier,0.48240469208211145,0.47959183673469385,1.1391804589657113,audio
3,groupshuffle,KNeighborsClassifier,0.5394142089794264,0.5,0.9844054590212181,audio
3,groupshuffle,SVC,0.48240469208211145,0.47959183673469385,1.0411002909531817,audio
3,groupshuffle,MLPClassifier,0.5714685314685314,0.528061224489796,1.4623305420391262,audio
4,groupshuffle,RandomForestClassifier,0.5824175824175825,0.4818181818181818,1.1335453330539167,audio
4,groupshuffle,KNeighborsClassifier,0.6596675415573053,0.55,0.920756125007756,audio
4,groupshuffle,SVC,0.5952380952380952,0.5,1.0726149160182104,audio
4,groupshuffle,MLPClassifier,0.6730118823142078,0.5954545454545455,1.4633022909983993,audio
5,groupshuffle,RandomForestClassifier,0.4759793052475979,0.46938775510204084,1.1532819169806316,audio
5,groupshuffle,KNeighborsClassifier,0.5026080476900149,0.4872448979591837,0.9854894999880344,audio
5,groupshuffle,SVC,0.494949494949495,0.5,1.0525922919623554,audio
5,groupshuffle,MLPClassifier,0.6363636363636364,0.6071428571428572,1.5582541669718921,audio
6,groupshuffle,RandomForestClassifier,0.5718281718281718,0.49074074074074076,1.2599383329506963,audio
6,groupshuffle,KNeighborsClassifier,0.5424891112964507,0.45128824476650564,1.0209679160034284,audio
6,groupshuffle,SVC,0.5385974025974026,0.4444444444444444,1.0945154590299353,audio
6,groupshuffle,MLPClassifier,0.5313723017892064,0.45772946859903385,1.3928628750145435,audio
7,groupshuffle,RandomForestClassifier,0.5841220925966689,0.5726950354609929,1.1050390000455081,audio
7,groupshuffle,KNeighborsClassifier,0.5876623376623377,0.5634751773049645,0.913446499966085,audio
7,groupshuffle,SVC,0.5190014903129657,0.5333333333333333,0.9603075829800218,audio
7,groupshuffle,MLPClassifier,0.6571693612509939,0.6329787234042553,1.3910940409405157,audio
8,groupshuffle,RandomForestClassifier,0.5444478002617537,0.5,1.2061092499643564,audio
8,groupshuffle,KNeighborsClassifier,0.5963112517734367,0.5223076923076923,1.1932494590291753,audio
8,groupshuffle,SVC,0.5444478002617537,0.5,1.6426477499771863,audio
8,groupshuffle,MLPClassifier,0.7720190105511207,0.7223076923076923,2.8650403750361875,audio
9,groupshuffle,RandomForestClassifier,0.5824175824175825,0.4818181818181818,3.2452322500757873,audio
9,groupshuffle,KNeighborsClassifier,0.6244052302274175,0.5136363636363637,2.2484117079293355,audio
9,groupshuffle,SVC,0.5952380952380952,0.5,3.8602567500201985,audio
9,groupshuffle,MLPClassifier,0.6836734693877552,0.6045454545454546,3.033599832910113,audio
